key,0,1,2,3,4,5,6,7
#,RacingChocoboNameCategory,,,,,Name[0],Name[1],Name[2]
int32,RacingChocoboNameCategory,bool,bool,bool,bool,RacingChocoboName,RacingChocoboName,RacingChocoboName
0,"",False,False,False,False,"","",""
1,"",False,False,False,False,"","",""
2,"",False,False,False,False,"","",""
3,"",False,False,False,False,"","",""
4,"",False,False,False,False,"","",""
5,"Colors",False,False,False,True,"Doré","",""
6,"Colors",False,False,False,True,"Dorée","",""
7,"Materials",False,False,False,True,"Noire","",""
8,"Colors",False,True,False,False,"Silberner","Silberner","Silberner"
9,"Colors",False,True,False,False,"Fer","Fer","Fer"
10,"Colors",False,False,False,True,"Grenat","Grenat","Grenat"
11,"Colors",False,False,False,True,"Iron","",""
12,"Colors",False,False,True,False,"Metal","",""
13,"Colors",False,False,True,False,"Métal","Métal","Métal"
14,"Colors",False,False,True,False,"Métallique","",""
15,"Colors",False,False,False,True,"Opale","",""
16,"Colors",False,False,False,True,"Perle","",""
17,"Colors",False,False,False,True,"Seidige","",""
18,"Colors",False,True,False,True,"Seidiger","Seidiger","Seidiger"
19,"Colors",False,True,False,False,"Sphene","Sphene","Sphene"
20,"Colors",False,False,False,True,"Geölte","",""
21,"Colors",False,False,False,True,"Geölter","",""
22,"Colors",False,False,False,True,"Parfait","",""
23,"Land & Sky",False,False,False,True,"Perfect","",""
24,"Flora",False,False,False,True,"Positive","",""
25,"Colors",False,False,False,True,"Premium","",""
26,"Colors",False,True,False,False,"Pur","Pur","Pur"
27,"Colors",False,False,False,True,"Pure","",""
28,"Colors",False,True,False,False,"Edler","Edler","Edler"
29,"Colors",False,True,False,True,"Gorgeous","Gorgeous","Gorgeous"
30,"Colors",False,True,False,False,"Fringante","Fringante","Fringante"
31,"Colors",False,False,False,True,"Innocent","",""
32,"Colors",False,False,False,True,"Innocente","",""
33,"Colors",False,False,False,True,"Brilliance","",""
34,"Colors",False,False,False,True,"Chaos","",""
35,"Colors",False,True,False,False,"Fee","Fee","Fee"
