key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,ModelKey,HousingItemCategory,UsageType,UsageParameter,,AquariumTier,CustomTalk,Item,DestroyOnRemoval,,,,,,
int32,uint16,byte,byte,uint32,byte,byte,CustomTalk,Item,bit&01,bit&02,byte,byte,byte,bit&04,bit&08
196608,0,0,0,0,0,0,,"",False,False,0,0,0,False,False
196609,1,13,0,0,0,0,,"Riviera Round Table",False,False,0,0,0,True,False
196610,2,13,0,0,0,0,,"Oasis Round Table",False,False,0,0,0,True,False
196611,3,13,0,0,0,0,,"Glade Round Table",False,False,0,0,0,True,False
196612,4,12,0,0,0,0,,"Riviera Chair",False,False,0,0,0,True,False
196613,5,12,0,0,0,0,,"Oasis Chair",False,False,0,0,0,True,False
196614,6,12,0,0,0,0,,"Glade Chair",False,False,0,0,0,True,False
196615,7,13,0,0,0,0,,"Ash Cabinet",False,False,0,0,0,True,False
196616,8,13,0,0,0,0,,"Walnut Dining Table",False,False,0,0,0,True,False
196617,9,13,0,0,0,0,,"Walnut Cartonnier",False,False,0,0,0,True,False
196618,10,14,14,0,77,0,"HouFurVisitNote_00477","Message Book Stand",False,False,0,0,0,True,True
196619,11,14,0,0,0,0,,"Brass Pricket",False,False,0,0,0,True,False
196620,12,15,0,0,0,0,,"Twin Adder Banner",False,False,0,0,0,True,False
196621,13,12,0,0,0,0,,"Glade Bench",False,False,0,0,0,True,False
196622,14,15,0,0,0,0,,"Lominsan Cityscape",False,False,0,0,0,True,False
196623,15,12,0,0,0,0,,"Oasis Bed",False,False,0,0,0,True,False
196624,16,12,0,0,0,0,,"Terracotta Pot",False,False,0,0,0,True,False
196625,17,12,0,0,0,0,,"Potted Maguey",False,False,0,0,0,True,False
196626,18,12,0,0,0,0,,"Riviera Bed",False,False,0,0,0,True,False
196627,19,12,0,0,3,0,"ComDefCompanyChest_00099","Company Chest",False,True,0,0,0,True,False
196628,20,15,0,0,0,0,,"Maelstrom Banner",False,False,0,0,0,True,False
196629,21,15,0,0,0,0,,"Immortal Flames Banner",False,False,0,0,0,True,False
196630,22,12,0,0,25,0,"CmnDefRetainerBell_00544","Summoning Bell",False,False,0,0,0,True,False
196631,23,12,4,8,22,0,"CmnDefHousingCraftFacility_00152","Woodworking Bench",False,False,0,0,0,True,False
196632,24,12,4,9,22,0,"CmnDefHousingCraftFacility_00152","Smithing Bench",False,False,0,0,0,True,False
196633,25,16,0,0,0,0,,"Riviera Fringed Rug",False,False,0,0,0,True,False
196634,26,16,0,0,0,0,,"Riviera Oval Rug",False,False,0,0,0,True,False
196635,27,16,0,0,0,0,,"Sheep Rug",False,False,0,0,0,True,False
196636,28,12,0,0,0,0,,"Riviera Pillar",False,False,0,0,0,True,False
196637,29,12,0,0,0,0,,"Riviera Partition",False,False,0,0,0,True,False
196638,30,15,0,0,0,0,,"Eorzean Map",False,False,0,0,0,True,False
196639,31,14,0,0,0,0,,"Ink & Quill",False,False,0,0,0,True,False
196640,32,15,0,0,0,0,,"Galleass Wheel",False,False,0,0,0,True,False
196641,33,13,0,0,0,0,,"Glade Cartonnier",False,False,0,0,0,True,False
196642,34,13,0,0,0,0,,"Glade Sideboard",False,False,0,0,0,True,False
196643,35,13,0,0,0,0,,"Glade Drawer Table",False,False,0,0,0,True,False
196644,36,13,0,0,0,0,,"Oasis Stall",False,False,0,0,0,True,False
196645,37,12,4,10,22,0,"CmnDefHousingCraftFacility_00152","Armorcraft Forge",False,False,0,0,0,True,False
196646,38,12,4,11,22,0,"CmnDefHousingCraftFacility_00152","Goldsmithing Bench",False,False,0,0,0,True,False
196647,39,12,4,12,22,0,"CmnDefHousingCraftFacility_00152","Leatherworking Bench",False,False,0,0,0,True,False
196648,40,16,0,0,0,0,,"Oasis Rug",False,False,0,0,0,True,False
196649,41,16,0,0,0,0,,"Oasis Argyle Rug",False,False,0,0,0,True,False
196650,42,16,0,0,0,0,,"Oasis Leaf Rug",False,False,0,0,0,True,False
196651,43,12,4,13,22,0,"CmnDefHousingCraftFacility_00152","Clothcraft Loom",False,False,0,0,0,True,False
196652,44,12,4,14,22,0,"CmnDefHousingCraftFacility_00152","Alchemy Furnace",False,False,0,0,0,True,False
196653,45,12,4,15,22,0,"CmnDefHousingCraftFacility_00152","Cooking Stove",False,False,0,0,0,True,False
196654,46,16,0,0,0,0,,"Glade Rug",False,False,0,0,0,True,False
196655,47,16,0,0,0,0,,"Glade Fringed Rug",False,False,0,0,0,True,False
196656,48,16,0,0,0,0,,"Glade Blossom Rug",False,False,0,0,0,True,False
196657,49,12,0,0,0,0,,"Riviera Bathtub",False,False,0,0,0,True,False
196658,50,12,0,0,0,0,,"Oasis Bathtub",False,False,0,0,0,True,False
196659,51,12,0,0,0,0,,"Glade Bathtub",False,False,0,0,0,True,False
196660,52,15,0,0,7,0,,"Inferno Wall Lamp",False,False,0,0,0,True,False
196661,53,12,0,0,9,0,,"Vortex Couch",False,False,0,0,0,True,False
196662,54,12,0,0,0,0,,"Oasis Pillar",False,False,0,0,0,True,False
196663,55,12,0,0,0,0,,"Oasis Partition",False,False,0,0,0,True,False
196664,56,12,0,0,0,0,,"Glade Pillar",False,False,0,0,0,True,False
196665,57,12,0,0,0,0,,"Glade Partition",False,False,0,0,0,True,False
196666,58,16,0,0,0,0,,"Goobbue Rug",False,False,0,0,0,True,False
196667,59,16,0,0,0,0,,"Moogle Rug",False,False,0,0,0,True,False
196668,60,15,0,0,8,0,,"Blazing Inferno Wall Lamp",False,False,0,0,0,True,False
196669,61,12,0,0,10,0,,"Raging Vortex Couch",False,False,0,0,0,True,False
196670,62,12,0,0,0,0,,"Riviera Bench",False,False,0,0,0,True,False
196671,63,12,0,0,0,0,,"Glade Couch",False,False,0,0,0,True,False
196672,64,12,0,0,0,0,,"Mahogany Screen",False,False,0,0,0,True,False
196673,65,12,0,0,0,0,,"Astroscope",False,False,0,0,0,True,False
196674,66,14,0,0,0,0,,"Weighing Scale",False,False,0,0,0,True,False
196675,67,13,0,0,0,0,,"Riviera Dining Table",False,False,0,0,0,True,False
196676,68,12,0,0,0,0,,"Manor Stool",False,False,0,0,0,True,False
196677,69,13,0,0,0,0,,"Manor Flower Stand",False,False,0,0,0,True,False
196678,70,15,0,0,0,0,,"Demon Wall Sculpture",False,False,0,0,0,True,False
196679,71,12,0,0,0,0,,"Vodoriga Sculpture",False,False,0,0,0,True,False
196680,72,12,0,0,0,0,,"Deluxe Manor Fireplace",False,False,0,0,0,True,False
196681,73,13,0,0,0,0,,"Manor Fireplace",False,False,0,0,0,True,False
196682,74,12,0,0,0,0,,"Gargoyle Sculpture",False,False,0,0,0,True,False
196683,75,12,0,0,0,0,,"Manor Wardrobe",False,False,0,0,0,True,False
196684,76,13,0,0,0,0,,"Manor Desk",False,False,0,0,0,True,False
196685,77,12,0,0,0,0,,"Manor Highback Chair",False,False,0,0,0,True,False
196686,78,13,0,0,0,0,,"Manor Table",False,False,0,0,0,True,False
196687,79,12,0,0,0,0,,"Manor Couch",False,False,0,0,0,True,False
196688,80,12,0,0,0,0,,"Manor Bookshelf",False,False,0,0,0,True,False
196689,81,12,0,0,0,0,,"Manor Cupboard",False,False,0,0,0,True,False
196690,82,12,0,0,0,0,,"Manor Candelabra",False,False,0,0,0,True,False
196691,83,14,0,0,0,0,,"Riviera Lantern",False,False,0,0,0,True,False
196692,84,14,0,0,0,0,,"Glade Lantern",False,False,0,0,0,True,False
196693,85,14,0,0,0,0,,"Oasis Lantern",False,False,0,0,0,True,False
196694,86,13,0,0,0,0,,"Ahriman Round Table",False,False,0,0,0,True,False
196695,87,13,0,0,0,0,,"Ahriman Sideboard",False,False,0,0,0,True,False
196696,88,12,0,0,0,0,,"Ahriman Chair",False,False,0,0,0,True,False
196697,89,12,0,0,0,0,,"Ahriman Bookshelf",False,False,0,0,0,True,False
196698,90,13,0,0,0,0,,"Ahriman Cupboard",False,False,0,0,0,True,False
196699,91,12,0,0,0,0,,"Ahriman Screen",False,False,0,0,0,True,False
196700,92,14,0,0,0,0,,"Ahriman Flower Vase",False,False,0,0,0,True,False
196701,93,14,0,0,0,0,,"Ahriman Chronometer",False,False,0,0,0,True,False
196702,94,13,0,0,0,0,,"Sylphic Table",False,False,0,0,0,True,False
196703,95,13,0,0,0,0,,"Sylphic Dining Table",False,False,0,0,0,True,False
196704,96,13,0,0,0,0,,"Sylphic Counter",False,False,0,0,0,True,False
196705,97,12,0,0,0,0,,"Sylphic Chair",False,False,0,0,0,True,False
196706,98,12,0,0,0,0,,"Sylphic Bookshelf",False,False,0,0,0,True,False
196707,99,12,0,0,0,0,,"Sylphic Cupboard",False,False,0,0,0,True,False
196708,100,12,0,0,0,0,,"Sylphic Screen",False,False,0,0,0,True,False
196709,101,14,0,0,0,0,,"Sylphic Flower Vase",False,False,0,0,0,True,False
196710,102,15,0,0,0,0,,"Sylphic Wall Lantern",False,False,0,0,0,True,False
196711,103,13,0,0,0,0,,"Knight Captain's Desk",False,False,0,0,0,True,False
196712,104,12,0,0,0,0,,"Knight Captain's Chair",False,False,0,0,0,True,False
196713,105,15,0,0,0,0,,"Nymian Wall Lantern",False,False,0,0,0,True,False
196714,106,15,0,0,0,0,,"Amdapori Wall Lantern",False,False,0,0,0,True,False
196715,107,14,0,0,0,0,,"Magitek Reaper Miniature",False,False,0,0,0,True,False
196716,108,15,0,0,0,0,,"Belah'dian Crystal Lantern",False,False,0,0,0,True,False
196717,109,14,0,0,0,0,,"Stuffed Moogle",False,False,0,0,0,True,False
196718,110,14,0,0,0,0,,"Stuffed Chocobo",False,False,0,0,0,True,False
196719,111,14,0,0,0,0,,"Drinking Apkallu",False,False,0,0,0,True,False
196720,112,12,0,0,0,0,"CmnDefHousingObject_00141","Tonberry Floor Lamp",False,False,0,0,0,True,False
196721,113,12,0,0,0,0,"CmnDefHousingObject_00141","Mandragora Floor Lamp",False,False,0,0,0,True,False
196722,114,12,0,0,0,0,"CmnDefHousingObject_00141","Amigo Cactus Floor Lamp",False,False,0,0,0,True,False
196723,115,12,0,0,19,0,,"Llymlaen's Embrace",False,False,0,0,0,True,False
196724,116,14,0,0,0,0,,"Riviera Table Chronometer",False,False,0,0,0,True,False
196725,117,12,0,0,0,0,,"Storm Storage Bench",False,False,0,0,0,True,False
196726,118,12,0,0,0,0,,"Storm Armoire",False,False,0,0,0,True,False
196727,119,13,0,0,0,0,,"Storm Desk",False,False,0,0,0,True,False
196728,120,13,0,0,0,0,,"Storm Strongbox",False,False,0,0,0,True,False
196729,121,12,0,0,0,0,,"Storm Utility Cot",False,False,0,0,0,True,False
196730,122,15,0,0,0,0,,"Glade Wall Chronometer",False,False,0,0,0,True,False
196731,123,12,0,0,0,0,,"Flame Storage Bench",False,False,0,0,0,True,False
196732,124,12,0,0,0,0,,"Flame Armoire",False,False,0,0,0,True,False
196733,125,13,0,0,0,0,,"Flame Desk",False,False,0,0,0,True,False
196734,126,13,0,0,0,0,,"Flame Strongbox",False,False,0,0,0,True,False
196735,127,12,0,0,0,0,,"Flame Utility Cot",False,False,0,0,0,True,False
196736,128,13,0,0,0,0,,"Tonberry Round Table",False,False,0,0,0,True,False
196737,129,12,0,0,0,0,,"Serpent Storage Bench",False,False,0,0,0,True,False
196738,130,12,0,0,0,0,,"Serpent Armoire",False,False,0,0,0,True,False
196739,131,13,0,0,0,0,,"Serpent Desk",False,False,0,0,0,True,False
196740,132,13,0,0,0,0,,"Serpent Strongbox",False,False,0,0,0,True,False
196741,133,12,0,0,0,0,,"Serpent Utility Cot",False,False,0,0,0,True,False
196742,134,13,0,0,0,0,,"Tonberry Dining Table",False,False,0,0,0,True,False
196743,135,16,0,0,0,0,,"Morbol Rug",False,False,0,0,0,True,False
196744,136,12,0,0,0,0,,"Morbol Bookshelf",False,False,0,0,0,True,False
196745,137,12,0,0,0,0,,"Morbol Chair",False,False,0,0,0,True,False
196746,138,12,0,0,0,0,,"Morbol Screen",False,False,0,0,0,True,False
196747,139,16,0,0,0,0,,"Riviera Rug",False,False,0,0,0,True,False
196748,140,13,0,0,17,0,,"Diagnostics Module",False,False,0,0,0,True,False
196749,141,12,0,0,0,0,,"Seating Module",False,False,0,0,0,True,False
196750,142,12,0,0,0,0,,"Tonberry Armchair",False,False,0,0,0,True,False
196751,143,14,0,0,0,0,,"Riviera Flower Vase",False,False,0,0,0,True,False
196752,144,14,0,0,0,0,,"Oasis Flower Vase",False,False,0,0,0,True,False
196753,145,14,0,0,0,0,,"Glade Flower Vase",False,False,0,0,0,True,False
196754,146,12,0,0,0,0,,"Riviera Floor Lamp",False,False,0,0,0,True,False
196755,147,12,0,0,0,0,,"Oasis Floor Lamp",False,False,0,0,0,True,False
196756,148,12,0,0,0,0,,"Glade Floor Lamp",False,False,0,0,0,True,False
196757,149,14,0,0,0,0,,"Potted Axilflower",False,False,0,0,0,True,False
196758,150,14,0,0,0,0,,"Potted Spider Plant",False,False,0,0,0,True,False
196759,151,14,0,0,0,0,,"Potted Azalea",False,False,0,0,0,True,False
196760,152,15,0,0,0,0,,"Ul'dahn Cityscape",False,False,0,0,0,True,False
196761,153,15,0,0,0,0,,"Gridanian Cityscape",False,False,0,0,0,True,False
196762,154,12,0,0,0,0,,"Glade Wardrobe",False,False,0,0,0,True,False
196763,155,12,0,0,0,0,,"Riviera Armchair",False,False,0,0,0,True,False
196764,156,12,0,0,0,0,,"Oasis Armchair",False,False,0,0,0,True,False
196765,157,12,0,0,0,0,,"Glade Armchair",False,False,0,0,0,True,False
196766,158,12,0,0,0,0,,"Riviera Couch",False,False,0,0,0,True,False
196767,159,12,0,0,0,0,,"Oasis Couch",False,False,0,0,0,True,False
196768,160,12,0,0,0,0,,"Glade Bed",False,False,0,0,0,True,False
196769,161,12,0,0,0,0,,"Oasis Bench",False,False,0,0,0,True,False
196770,162,12,0,0,0,0,,"Oasis Wardrobe",False,False,0,0,0,True,False
196771,163,12,0,0,0,0,,"Riviera Wardrobe",False,False,0,0,0,True,False
196772,164,13,0,0,0,0,,"Riviera Stall",False,False,0,0,0,True,False
196773,165,13,0,0,0,0,,"Glade Stall",False,False,0,0,0,True,False
196774,166,13,0,0,0,0,,"Riviera Counter",False,False,0,0,0,True,False
196775,167,13,0,0,0,0,,"Oasis Counter",False,False,0,0,0,True,False
196776,168,13,0,0,0,0,,"Glade Counter",False,False,0,0,0,True,False
196777,169,13,0,0,0,0,,"Riviera Table",False,False,0,0,0,True,False
196778,170,13,0,0,0,0,,"Oasis Table",False,False,0,0,0,True,False
196779,171,13,0,0,0,0,,"Glade Table",False,False,0,0,0,True,False
196780,172,13,0,0,0,0,,"Oasis Dining Table",False,False,0,0,0,True,False
196781,173,13,0,0,0,0,,"Glade Dining Table",False,False,0,0,0,True,False
196782,174,13,0,0,0,0,,"Riviera Desk",False,False,0,0,0,True,False
196783,175,13,0,0,0,0,,"Oasis Desk",False,False,0,0,0,True,False
196784,176,13,0,0,0,0,,"Glade Desk",False,False,0,0,0,True,False
196785,177,12,0,0,0,0,,"Riviera Bookshelf",False,False,0,0,0,True,False
196786,178,12,0,0,0,0,,"Oasis Bookshelf",False,False,0,0,0,True,False
196787,179,12,0,0,0,0,,"Glade Bookshelf",False,False,0,0,0,True,False
196788,180,12,0,0,0,0,,"Riviera Cupboard",False,False,0,0,0,True,False
196789,181,12,0,0,0,0,,"Oasis Cupboard",False,False,0,0,0,True,False
196790,182,12,0,0,0,0,,"Glade Cupboard",False,False,0,0,0,True,False
196791,183,14,0,0,0,0,,"Table Chronometer",False,False,0,0,0,True,False
196792,184,14,0,0,0,0,,"Gemscope",False,False,0,0,0,True,False
196793,185,15,0,0,0,0,,"Wall Chronometer",False,False,0,0,0,True,False
196794,186,15,0,0,16,0,,"Behemoth Wall Trophy",False,False,0,0,0,True,False
196795,187,12,0,0,0,0,,"Tonberry Couch",False,False,0,0,0,True,False
196796,188,12,0,0,0,0,,"Tonberry Bookshelf",False,False,0,0,0,True,False
196797,189,12,0,0,0,0,,"Tonberry Bed",False,False,0,0,0,True,False
196798,190,12,0,0,0,0,,"Tonberry Screen",False,False,0,0,0,True,False
196799,191,15,0,0,0,0,,"Tonberry Wall Lantern",False,False,0,0,0,True,False
196800,192,16,0,0,0,0,,"Tonberry Oval Rug",False,False,0,0,0,True,False
196801,193,12,0,0,0,0,,"Lalafellin Step Stool",False,False,0,0,0,True,False
