key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,Action,Type1,Param1,ReplaceAction1,Type2,Param2,ReplaceAction2,Type3,Param3,ReplaceAction3,ReplaceSettable,,,,
int32,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,Row,Action,sbyte,int16,int32,sbyte,bit&01
0.0,"",0,,"",0,,"",0,,"",0,0,0,-1,False
1.0,"Iron Will",2,"Iron Will","Release Iron Will",0,,"",0,,"",0,0,0,-1,False
1.1,"Rage of Halone",3,"Rage of Halone Mastery","Royal Authority",0,,"",0,,"",0,0,0,-1,False
1.2,"Sheltron",3,"Sheltron Mastery","Holy Sheltron",0,,"",0,,"",0,0,0,-1,False
1.3,"Spirits Within",3,"Spirits Within Mastery","Expiacion",0,,"",0,,"",0,0,0,-1,False
1.4,"Confiteor",8,,"Blade of Faith",8,,"Blade of Truth",8,,"Blade of Valor",0,0,0,-1,False
1.5,"Atonement",2,"Supplication Ready","Supplication",2,"Sepulchre Ready","Sepulchre",0,,"",0,0,0,-1,False
1.6,"Sentinel",3,"Sentinel Mastery","Guardian",0,,"",0,,"",0,0,0,-1,False
1.7,"Requiescat",3,"Requiescat Mastery","Imperator",2,"Blade of Honor Ready","Blade of Honor",0,,"",0,0,0,-1,False
1.8,"Fight or Flight",4,,"Goring Blade",0,,"",0,,"",0,0,0,-1,False
1.9,"",0,,"",0,,"",0,,"",0,0,0,-1,False
1.10,"",0,,"",0,,"",0,,"",0,0,0,-1,False
1.11,"",0,,"",0,,"",0,,"",0,0,0,-1,False
1.12,"",0,,"",0,,"",0,,"",0,0,0,-1,False
1.13,"",0,,"",0,,"",0,,"",0,0,0,-1,False
2.0,"Steeled Meditation",3,"Steel Peak Mastery","Forbidden Meditation",8,,"Steel Peak",8,,"the Forbidden Chakra",0,0,0,1,False
2.1,"Steel Peak",3,"Steel Peak Mastery","the Forbidden Chakra",0,,"",0,,"",0,0,0,-1,False
2.2,"Inspirited Meditation",3,"Howling Fist Mastery","Enlightened Meditation",8,,"Howling Fist",8,,"Enlightenment",0,0,0,1,False
2.3,"Howling Fist",3,"Howling Fist Mastery","Enlightenment",0,,"",0,,"",0,0,0,-1,False
2.4,"Masterful Blitz",1,,"",0,,"",0,,"",0,0,0,-1,False
2.5,"",0,,"",0,,"",0,,"",0,0,0,-1,False
2.6,"Arm of the Destroyer",3,"Arm of the Destroyer Mastery","Shadow of the Destroyer",0,,"",0,,"",0,0,0,-1,False
2.7,"Riddle of Earth",2,"Earth's Rumination","Earth's Reply",0,,"",0,,"",0,0,0,-1,False
2.8,"Bootshine",3,"Beast Chakra Mastery","Leaping Opo",0,,"",0,,"",0,0,0,-1,False
2.9,"True Strike",3,"Beast Chakra Mastery","Rising Raptor",0,,"",0,,"",0,0,0,-1,False
2.10,"Snap Punch",3,"Beast Chakra Mastery","Pouncing Coeurl",0,,"",0,,"",0,0,0,-1,False
2.11,"Riddle of Wind",2,"Wind's Rumination","Wind's Reply",0,,"",0,,"",0,0,0,1,False
2.12,"Riddle of Fire",2,"Fire's Rumination","Fire's Reply",0,,"",0,,"",0,0,0,1,False
2.13,"",0,,"",0,,"",0,,"",0,0,0,-1,False
2.14,"",0,,"",0,,"",0,,"",0,0,0,-1,False
3.0,"Defiance",2,"Defiance","Release Defiance",0,,"",0,,"",0,0,0,-1,False
3.1,"Inner Beast",3,"Inner Beast Mastery","Fell Cleave",4,"Nascent Chaos","Inner Chaos",0,,"",0,0,0,-1,False
3.2,"Berserk",3,"Berserk Mastery","Inner Release",2,"Wrathful","Primal Wrath",0,,"",0,0,0,-1,False
3.3,"Steel Cyclone",3,"Steel Cyclone Mastery","Decimate",4,"Nascent Chaos","Chaotic Cyclone",0,,"",0,0,0,-1,False
3.4,"Raw Intuition",3,"Raw Intuition Mastery","Bloodwhetting",0,,"",0,,"",0,0,0,-1,False
3.5,"Vengeance",3,"Vengeance Mastery","Damnation",0,,"",0,,"",0,0,0,-1,False
3.6,"Primal Rend",2,"Primal Ruination Ready","Primal Ruination",0,,"",0,,"",0,0,0,-1,False
3.7,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.0,"Geirskogul",8,,"Nastrond",0,,"",0,,"",0,0,0,1,False
4.1,"Jump",3,"Jump Mastery","High Jump",2,"Dive Ready","Mirage Dive",0,,"",0,0,0,1,False
4.2,"True Thrust",2,"Draconian Fire","Raiden Thrust",0,,"",0,,"",0,0,0,-1,False
4.3,"Doom Spike",7,"Draconian Fire","Draconian Fury",0,,"",0,,"",0,0,0,-1,False
4.4,"Full Thrust",3,"Lance Mastery II","Heavens' Thrust",0,,"",0,,"",0,0,0,-1,False
4.5,"Chaos Thrust",3,"Lance Mastery II","Chaotic Spring",0,,"",0,,"",0,0,0,-1,False
4.6,"Dragonfire Dive",2,"Dragon's Flight","Rise of the Dragon",0,,"",0,,"",0,0,0,-1,False
4.7,"Vorpal Thrust",3,"Lance Mastery IV","Lance Barrage",0,,"",0,,"",0,0,0,-1,False
4.8,"Disembowel",3,"Lance Mastery IV","Spiral Blow",0,,"",0,,"",0,0,0,-1,False
4.9,"Stardiver",2,"Starcross Ready","Starcross",0,,"",0,,"",0,0,0,-1,False
4.10,"Fang and Claw",9,,"Drakesbane",0,,"",0,,"",0,0,0,-1,False
4.11,"Wheeling Thrust",9,,"Drakesbane",0,,"",0,,"",0,0,0,-1,False
4.12,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.13,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.14,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.15,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.16,"",0,,"",0,,"",0,,"",0,0,0,-1,False
4.17,"",0,,"",0,,"",0,,"",0,0,0,-1,False
5.0,"Straight Shot",3,"Straight Shot Mastery","Refulgent Arrow",0,,"",0,,"",0,0,0,-1,False
5.1,"Heavy Shot",3,"Heavy Shot Mastery","Burst Shot",0,,"",0,,"",0,0,0,-1,False
