key,0,1,2,3,4,5
#,Type,Data,,Text,Icon,
int32,uint32,Row,byte,WeeklyBingoText,Image,byte
0,0,,0,"Dammies",,0
1,5,,0,"Dungeons (Lv. 1-49)","ui/icon/113000/113001.tex",3
2,1,,0,"Dungeons (Lv. 50)","ui/icon/113000/113002.tex",3
3,2,,0,"Dungeons (Lv. 51-59)","ui/icon/113000/113003.tex",3
4,1,,0,"Dungeons (Lv. 60)","ui/icon/113000/113004.tex",3
5,0,"InstanceContent#30001",0,"Dammies","ui/icon/113000/113005.tex",0
6,0,"InstanceContent#30011",0,"Dammies","ui/icon/113000/113006.tex",0
7,0,"InstanceContent#30020",0,"Dammies","ui/icon/113000/113007.tex",0
8,0,"InstanceContent#30029",0,"Dammies","ui/icon/113000/113008.tex",0
9,0,"InstanceContent#30021",0,"Dammies","ui/icon/113000/113010.tex",0
10,0,"InstanceContent#30022",0,"Dammies","ui/icon/113000/113011.tex",0
11,0,"InstanceContent#30023",0,"Dammies","ui/icon/113000/113012.tex",0
12,0,"InstanceContent#30024",0,"Dammies","ui/icon/113000/113013.tex",0
13,0,"InstanceContent#20010",0,"Dammies","ui/icon/113000/113018.tex",0
14,0,"InstanceContent#20009",0,"Dammies","ui/icon/113000/113019.tex",0
15,0,"InstanceContent#20008",0,"Dammies","ui/icon/113000/113020.tex",0
16,0,"InstanceContent#20012",0,"Dammies","ui/icon/113000/113021.tex",0
17,0,"InstanceContent#20018",0,"Dammies","ui/icon/113000/113022.tex",0
18,0,"InstanceContent#20023",0,"Dammies","ui/icon/113000/113023.tex",0
19,0,"InstanceContent#20025",0,"Dammies","ui/icon/113000/113024.tex",0
20,0,"InstanceContent#20013",0,"Dammies","ui/icon/113000/113025.tex",0
21,0,"InstanceContent#20027",0,"Dammies","ui/icon/113000/113026.tex",0
22,0,"InstanceContent#20034",0,"Dammies","ui/icon/113000/113027.tex",0
23,0,"InstanceContent#20032",0,"Dammies","ui/icon/113000/113028.tex",0
24,0,"InstanceContent#30002",0,"Dammies","ui/icon/113000/113032.tex",0
25,0,"InstanceContent#30003",0,"Dammies","ui/icon/113000/113033.tex",0
26,0,"InstanceContent#30004",0,"Dammies","ui/icon/113000/113034.tex",0
27,0,"InstanceContent#30005",0,"Dammies","ui/icon/113000/113035.tex",0
28,0,"InstanceContent#30006",0,"Dammies","ui/icon/113000/113036.tex",0
29,0,"InstanceContent#30007",0,"Dammies","ui/icon/113000/113037.tex",0
30,0,"InstanceContent#30008",0,"Dammies","ui/icon/113000/113038.tex",0
31,0,"InstanceContent#30009",0,"Dammies","ui/icon/113000/113039.tex",0
32,0,"InstanceContent#30010",0,"Dammies","ui/icon/113000/113040.tex",0
33,0,"InstanceContent#30016",0,"Dammies","ui/icon/113000/113041.tex",0
34,0,"InstanceContent#30017",0,"Dammies","ui/icon/113000/113042.tex",0
35,0,"InstanceContent#30018",0,"Dammies","ui/icon/113000/113043.tex",0
36,0,"InstanceContent#30019",0,"Dammies","ui/icon/113000/113044.tex",0
37,0,"InstanceContent#50001",0,"Dammies","ui/icon/113000/113045.tex",2
38,0,"InstanceContent#50003",0,"Dammies","ui/icon/113000/113046.tex",2
39,0,"InstanceContent#50004",0,"Dammies","ui/icon/113000/113047.tex",2
40,0,"InstanceContent#50005",0,"Dammies","ui/icon/113000/113048.tex",2
41,0,"InstanceContent#30038",0,"Dammies","ui/icon/113000/113009.tex",0
42,0,"InstanceContent#30030",0,"Dammies","ui/icon/113000/113014.tex",0
43,0,"InstanceContent#30031",0,"Dammies","ui/icon/113000/113015.tex",0
44,0,"InstanceContent#30032",0,"Dammies","ui/icon/113000/113016.tex",0
45,0,"InstanceContent#30033",0,"Dammies","ui/icon/113000/113017.tex",0
