key,0,1,2,3
#,Requirement[0],Requirement[1],,
int32,Quest,Quest,uint32,bit&01
65961,"The Light of Hope",,0,False
66572,,,0,False
67199,,,0,False
69307,"The Light of Hope",,0,False
69604,"Leaving Idyllshire",,0,False
69614,"Over the Wall",,0,False
69686,"Under His Wing",,0,False
69691,"A Frosty Reception",,0,False
69692,"Helping Hands",,0,False
69694,"Hunger in the Garden",,0,False
69695,"Endwalker",,0,False
69699,"The Martyr",,0,False
69700,"At World's End",,0,False
69701,"Thou Must Live, Die, and Know",,0,False
69702,"Endwalker","One Man's Fish Is Another Man's Poison",0,False
69713,"A Trip to the Moon",,0,False
69714,"Unto the Heavens",,0,False
70009,"Inscrutable Tastes",,0,False
70010,"The Culture of Love","Pastures New",0,True
70057,,,0,False
70115,"Laid to Rest","Ever March Heavensward",70000,True
