key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,ContentType,Content[0],Content[1],Score[0],Score[1],Score[2],Score[3],Score[4],Score[5],RewardCount[0],RewardCount[1],RewardCount[2],RewardCount[3],RewardCount[4]
int32,CSBonusContentType,CSBonusContentIdentifier,CSBonusContentIdentifier,uint16,int32,int32,int32,int32,int32,byte,byte,byte,byte,byte
0,"","","",0,-1,-1,-1,-1,-1,0,0,0,0,0
1,"Dungeons","InstanceContent#9","",0,-1,-1,-1,-1,-1,3,0,0,0,0
2,"Dungeons","InstanceContent#12","",0,-1,-1,-1,-1,-1,3,0,0,0,0
3,"Dungeons","InstanceContent#13","",0,-1,-1,-1,-1,-1,3,0,0,0,0
4,"Dungeons","InstanceContent#25","",0,-1,-1,-1,-1,-1,4,0,0,0,0
5,"Dungeons","InstanceContent#28","",0,-1,-1,-1,-1,-1,4,0,0,0,0
6,"Dungeons","InstanceContent#26","",0,-1,-1,-1,-1,-1,4,0,0,0,0
7,"Dungeons","InstanceContent#30","",0,-1,-1,-1,-1,-1,4,0,0,0,0
8,"Dungeons","InstanceContent#38","",0,-1,-1,-1,-1,-1,4,0,0,0,0
9,"Dungeons","InstanceContent#56","",0,-1,-1,-1,-1,-1,4,0,0,0,0
10,"Dungeons","InstanceContent#59","",0,-1,-1,-1,-1,-1,4,0,0,0,0
11,"Dungeons","InstanceContent#67","",0,-1,-1,-1,-1,-1,4,0,0,0,0
12,"Dungeons","InstanceContent#84","",0,-1,-1,-1,-1,-1,4,0,0,0,0
13,"Raids","InstanceContent#30001","",0,-1,-1,-1,-1,-1,3,0,0,0,0
14,"Raids","InstanceContent#30011","",0,-1,-1,-1,-1,-1,3,0,0,0,0
15,"Raids","InstanceContent#30020","",0,-1,-1,-1,-1,-1,3,0,0,0,0
16,"Raids","InstanceContent#30058","",0,-1,-1,-1,-1,-1,5,0,0,0,0
17,"Raids","InstanceContent#30068","",0,-1,-1,-1,-1,-1,6,0,0,0,0
18,"Raids","InstanceContent#30077","",0,-1,-1,-1,-1,-1,7,0,0,0,0
19,"Raids","InstanceContent#30049","",0,-1,-1,-1,-1,-1,2,0,0,0,0
20,"Raids","InstanceContent#30050","",0,-1,-1,-1,-1,-1,2,0,0,0,0
21,"Raids","InstanceContent#30051","",0,-1,-1,-1,-1,-1,2,0,0,0,0
22,"Raids","InstanceContent#30052","",0,-1,-1,-1,-1,-1,2,0,0,0,0
23,"Raids","InstanceContent#30059","",0,-1,-1,-1,-1,-1,2,0,0,0,0
24,"Raids","InstanceContent#30060","",0,-1,-1,-1,-1,-1,2,0,0,0,0
25,"Raids","InstanceContent#30061","",0,-1,-1,-1,-1,-1,2,0,0,0,0
26,"Raids","InstanceContent#30062","",0,-1,-1,-1,-1,-1,2,0,0,0,0
27,"Raids","InstanceContent#30069","",0,-1,-1,-1,-1,-1,2,0,0,0,0
28,"Raids","InstanceContent#30070","",0,-1,-1,-1,-1,-1,2,0,0,0,0
29,"Raids","InstanceContent#30071","",0,-1,-1,-1,-1,-1,2,0,0,0,0
30,"Raids","InstanceContent#30072","",0,-1,-1,-1,-1,-1,2,0,0,0,0
31,"Raids","InstanceContent#30078","",0,-1,-1,-1,-1,-1,2,0,0,0,0
32,"Raids","InstanceContent#30082","",0,-1,-1,-1,-1,-1,2,0,0,0,0
33,"Raids","InstanceContent#30080","",0,-1,-1,-1,-1,-1,2,0,0,0,0
34,"Raids","InstanceContent#30084","",0,-1,-1,-1,-1,-1,2,0,0,0,0
35,"Raids","InstanceContent#30088","",0,-1,-1,-1,-1,-1,2,0,0,0,0
36,"Raids","InstanceContent#30090","",0,-1,-1,-1,-1,-1,2,0,0,0,0
37,"Raids","InstanceContent#30092","",0,-1,-1,-1,-1,-1,2,0,0,0,0
38,"Raids","InstanceContent#30094","",0,-1,-1,-1,-1,-1,2,0,0,0,0
39,"Raids","InstanceContent#30097","",0,-1,-1,-1,-1,-1,2,0,0,0,0
40,"Raids","InstanceContent#30099","",0,-1,-1,-1,-1,-1,2,0,0,0,0
41,"Raids","InstanceContent#30101","",0,-1,-1,-1,-1,-1,2,0,0,0,0
42,"Raids","InstanceContent#30103","",0,-1,-1,-1,-1,-1,2,0,0,0,0
43,"Trials","InstanceContent#20037","",0,-1,-1,-1,-1,-1,2,0,0,0,0
44,"Trials","InstanceContent#20041","",0,-1,-1,-1,-1,-1,2,0,0,0,0
45,"Trials","InstanceContent#20043","",0,-1,-1,-1,-1,-1,2,0,0,0,0
46,"Trials","InstanceContent#20051","",0,-1,-1,-1,-1,-1,2,0,0,0,0
47,"Trials","InstanceContent#20057","",0,-1,-1,-1,-1,-1,2,0,0,0,0
48,"Trials","InstanceContent#20060","",0,-1,-1,-1,-1,-1,2,0,0,0,0
49,"Dungeons","InstanceContent#15","",0,-1,-1,-1,-1,-1,4,0,0,0,0
50,"Dungeons","InstanceContent#86","",0,-1,-1,-1,-1,-1,7,0,0,0,0
51,"Trials","InstanceContent#20082","",0,-1,-1,-1,-1,-1,3,0,0,0,0
52,"PvP","InstanceContent#50001","",0,3,2,1,-1,-1,5,3,3,0,0
53,"PvP","InstanceContent#50004","",0,3,2,1,-1,-1,5,3,3,0,0
54,"PvP","InstanceContent#50005","",0,3,2,1,-1,-1,5,3,3,0,0
55,"PvP","InstanceContent#50006","",0,3,2,1,-1,-1,5,3,3,0,0
56,"PvP","InstanceContent#51002","",0,3,2,1,-1,-1,5,3,3,0,0
57,"Dungeons","InstanceContent#9","",0,1,-1,-1,-1,-1,20,0,0,0,0
58,"Dungeons","InstanceContent#12","",0,1,-1,-1,-1,-1,20,0,0,0,0
59,"Dungeons","InstanceContent#13","",0,1,-1,-1,-1,-1,20,0,0,0,0
60,"Dungeons","InstanceContent#25","",0,1,-1,-1,-1,-1,20,0,0,0,0
61,"Dungeons","InstanceContent#28","",0,1,-1,-1,-1,-1,20,0,0,0,0
62,"Dungeons","InstanceContent#26","",0,1,-1,-1,-1,-1,20,0,0,0,0
63,"Dungeons","InstanceContent#30","",0,1,-1,-1,-1,-1,20,0,0,0,0
64,"Dungeons","InstanceContent#38","",0,1,-1,-1,-1,-1,20,0,0,0,0
65,"Dungeons","InstanceContent#56","",0,1,-1,-1,-1,-1,20,0,0,0,0
66,"Dungeons","InstanceContent#59","",0,1,-1,-1,-1,-1,20,0,0,0,0
67,"Dungeons","InstanceContent#67","",0,1,-1,-1,-1,-1,20,0,0,0,0
68,"Dungeons","InstanceContent#84","",0,1,-1,-1,-1,-1,20,0,0,0,0
69,"Raids","InstanceContent#30001","",0,1,-1,-1,-1,-1,20,0,0,0,0
70,"Raids","InstanceContent#30011","",0,1,-1,-1,-1,-1,20,0,0,0,0
71,"Raids","InstanceContent#30020","",0,1,-1,-1,-1,-1,20,0,0,0,0
72,"Raids","InstanceContent#30058","",0,1,-1,-1,-1,-1,20,0,0,0,0
73,"Raids","InstanceContent#30068","",0,1,-1,-1,-1,-1,20,0,0,0,0
74,"Raids","InstanceContent#30077","",0,1,-1,-1,-1,-1,20,0,0,0,0
75,"Raids","InstanceContent#30049","",0,1,-1,-1,-1,-1,20,0,0,0,0
76,"Raids","InstanceContent#30050","",0,1,-1,-1,-1,-1,20,0,0,0,0
77,"Raids","InstanceContent#30051","",0,1,-1,-1,-1,-1,20,0,0,0,0
78,"Raids","InstanceContent#30052","",0,1,-1,-1,-1,-1,20,0,0,0,0
79,"Raids","InstanceContent#30059","",0,1,-1,-1,-1,-1,20,0,0,0,0
80,"Raids","InstanceContent#30060","",0,1,-1,-1,-1,-1,20,0,0,0,0
81,"Raids","InstanceContent#30061","",0,1,-1,-1,-1,-1,20,0,0,0,0
82,"Raids","InstanceContent#30062","",0,1,-1,-1,-1,-1,20,0,0,0,0
83,"Raids","InstanceContent#30069","",0,1,-1,-1,-1,-1,20,0,0,0,0
84,"Raids","InstanceContent#30070","",0,1,-1,-1,-1,-1,20,0,0,0,0
85,"Raids","InstanceContent#30071","",0,1,-1,-1,-1,-1,20,0,0,0,0
86,"Raids","InstanceContent#30072","",0,1,-1,-1,-1,-1,20,0,0,0,0
87,"Raids","InstanceContent#30078","",0,1,-1,-1,-1,-1,20,0,0,0,0
88,"Raids","InstanceContent#30082","",0,1,-1,-1,-1,-1,20,0,0,0,0
89,"Raids","InstanceContent#30080","",0,1,-1,-1,-1,-1,20,0,0,0,0
90,"Raids","InstanceContent#30084","",0,1,-1,-1,-1,-1,20,0,0,0,0
91,"Raids","InstanceContent#30088","",0,1,-1,-1,-1,-1,20,0,0,0,0
92,"Raids","InstanceContent#30090","",0,1,-1,-1,-1,-1,20,0,0,0,0
93,"Raids","InstanceContent#30092","",0,1,-1,-1,-1,-1,20,0,0,0,0
94,"Raids","InstanceContent#30094","",0,1,-1,-1,-1,-1,20,0,0,0,0
95,"Raids","InstanceContent#30097","",0,1,-1,-1,-1,-1,20,0,0,0,0
96,"Raids","InstanceContent#30099","",0,1,-1,-1,-1,-1,20,0,0,0,0
97,"Raids","InstanceContent#30101","",0,1,-1,-1,-1,-1,20,0,0,0,0
98,"Raids","InstanceContent#30103","",0,1,-1,-1,-1,-1,20,0,0,0,0
99,"Trials","InstanceContent#20037","",0,1,-1,-1,-1,-1,20,0,0,0,0
100,"Trials","InstanceContent#20041","",0,1,-1,-1,-1,-1,20,0,0,0,0
101,"Trials","InstanceContent#20043","",0,1,-1,-1,-1,-1,20,0,0,0,0
102,"Trials","InstanceContent#20051","",0,1,-1,-1,-1,-1,20,0,0,0,0
103,"Trials","InstanceContent#20057","",0,1,-1,-1,-1,-1,20,0,0,0,0
104,"Trials","InstanceContent#20060","",0,1,-1,-1,-1,-1,20,0,0,0,0
105,"Dungeons","InstanceContent#15","",0,1,-1,-1,-1,-1,20,0,0,0,0
106,"Dungeons","InstanceContent#86","",0,1,-1,-1,-1,-1,20,0,0,0,0
107,"Trials","InstanceContent#20082","",0,1,-1,-1,-1,-1,20,0,0,0,0
108,"PvP","InstanceContent#51002","",0,1,-1,-1,-1,-1,20,0,0,0,0
109,"GATE","GoldSaucerContent#1","",0,3000,100,-1,-1,-1,3,1,0,0,0
110,"GATE","GoldSaucerContent#7","",0,4000,1500,0,-1,-1,4,3,1,0,0
111,"GATE","GoldSaucerContent#6","",0,4000,2000,0,-1,-1,4,3,1,0,0
112,"GATE","GoldSaucerContent#5","",0,7500,1600,0,-1,-1,8,3,1,0,0
113,"GATE","GoldSaucerContent#8","",0,10000,8000,5000,1000,0,10,8,5,3,1
114,"Ocean Fishing","","",0,8000,5000,2000,-1,-1,10,8,5,0,0
115,"Ocean Fishing","","",8000,1,-1,-1,-1,-1,50,0,0,0,0
116,"Deep Dungeons","InstanceContent#60010","",0,1,-1,-1,-1,-1,50,0,0,0,0
117,"FATEs","n4f1","n4f2",0,5,-1,-1,-1,-1,10,0,0,0,0
118,"FATEs","n4f3","n4f4",0,5,-1,-1,-1,-1,10,0,0,0,0
119,"FATEs","n4f5","n4f6",0,5,-1,-1,-1,-1,10,0,0,0,0
