key,0,1,2,3,4,5,6,7
#,Name,Icon,Quest,AcceptTalk,FailTalk,,,
int32,str,Image,Quest,DefaultTalk,DefaultTalk,bit&01,uint16,uint16
262144,"",,,,,False,0,0
262145,"",,,,,False,0,0
262151,"Purchase Items",,,,,True,0,0
262152,"",,,,,False,0,0
262153,"",,,,,False,0,0
262154,"",,,,,False,0,0
262155,"",,,,,False,0,0
262156,"",,,,,False,0,0
262157,"",,,,,True,0,0
262158,"Purchase Items",,,,,True,0,0
262159,"",,,,,False,0,0
262160,"",,,,,False,0,0
262161,"",,,,,False,0,0
262162,"",,,,,False,0,0
262163,"",,,,,False,0,0
262164,"Purchase Items",,,,,True,0,0
262165,"",,,,,False,0,0
262166,"",,,,,False,0,0
262167,"",,,,,False,0,0
262168,"",,,,,False,0,0
262169,"",,,,,False,0,0
262170,"",,,,,True,0,0
262171,"",,,,,True,0,0
262172,"",,,,,True,0,0
262173,"",,,,,True,0,0
262174,"",,,,,True,0,0
262175,"",,,,,True,0,0
262176,"",,,,,True,0,0
262177,"",,,,,True,0,0
262178,"",,,,,False,0,0
262179,"",,,,,False,0,0
262180,"",,,,,True,0,0
262181,"Purchase Items",,,,,True,0,0
262182,"",,,,,True,0,0
262183,"",,,,,False,0,0
262184,"",,,,,False,0,0
262185,"",,,,,True,0,0
262186,"",,,,,False,0,0
262187,"",,,,,False,0,0
262188,"",,,,,False,0,0
262189,"",,,,,False,0,0
262190,"",,,,,True,0,0
262191,"Purchase Items",,,,,True,0,0
262192,"",,,,,True,0,0
262193,"",,,,,False,0,0
262194,"",,,,,False,0,0
262195,"",,,,,False,0,0
262196,"",,,,,False,0,0
262197,"",,,,,True,0,0
262198,"",,,,,False,0,0
262199,"",,,,,False,0,0
262200,"",,,,,True,0,0
262201,"Purchase Items",,,,,True,0,0
262202,"",,,,,True,0,0
262203,"",,,,,False,0,0
262204,"",,,,,False,0,0
262205,"",,,,,False,0,0
262206,"",,,,,False,0,0
262207,"",,,,,True,0,0
262208,"",,,,,True,0,0
262209,"Purchase Weapons",,,,,True,0,0
262210,"",,,,,True,0,0
262211,"",,,,,True,0,0
262212,"Purchase Battle Accessories",,,,,True,0,0
262213,"Purchase Battle Gear",,,,,True,0,0
262214,"Purchase Field Gear",,,,,True,0,0
262215,"Purchase Weapons",,,,,True,0,0
262216,"Purchase Tools",,,,,True,0,0
262217,"Purchase Weapons",,,,,True,0,0
262218,"Purchase Battle Gear",,,,,True,0,0
262219,"Purchase Field Gear",,,,,True,0,0
262221,"Purchase Tools",,,,,True,0,0
262222,"Purchase Weapons",,,,,True,0,0
262223,"Purchase Battle Gear",,,,,True,0,0
262224,"Purchase Field Gear",,,,,True,0,0
262225,"Purchase Tools",,,,,True,0,0
262226,"Purchase Weapons",,,,,True,0,0
262227,"Purchase Battle Gear",,,,,True,0,0
262228,"Purchase Field Gear",,,,,True,0,0
262229,"Purchase Tools",,,,,True,0,0
262230,"Purchase Weapons",,,,,True,0,0
262231,"Purchase Battle Gear",,,,,True,0,0
262232,"Purchase Field Gear",,,,,True,0,0
262233,"Purchase Tools",,,,,True,0,0
262234,"Purchase Weapons",,,,,True,0,0
262235,"Purchase Battle Gear",,,,,True,0,0
262236,"Purchase Field Gear",,,,,True,0,0
262237,"Purchase Tools",,,,,True,0,0
262238,"Purchase Weapons",,,,,True,0,0
262239,"Purchase Battle Gear",,,,,True,0,0
262240,"Purchase Field Gear",,,,,True,0,0
262241,"Purchase Tools",,,,,True,0,0
262242,"Purchase Weapons",,,,,True,0,0
262243,"Purchase Battle Gear",,,,,True,0,0
262244,"Purchase Field Gear",,,,,True,0,0
262245,"Purchase Tools",,,,,True,0,0
262246,"Purchase Weapons",,,,,True,0,0
262247,"Purchase Battle Gear",,,,,True,0,0
262248,"Purchase Field Gear",,,,,True,0,0
262249,"Purchase Tools",,,,,True,0,0
262250,"Purchase Weapons",,,,,True,0,0
262251,"Purchase Battle Gear",,,,,True,0,0
262252,"Purchase Field Gear",,,,,True,0,0
262253,"Purchase Tools",,,,,True,0,0
262254,"Purchase Weapons",,,,,True,0,0
262255,"Purchase Battle Gear",,,,,True,0,0
262256,"Purchase Field Gear",,,,,True,0,0
262257,"",,,,,True,0,0
262258,"Purchase Tools",,,,,True,0,0
262259,"Purchase Weapons",,,,,True,0,0
262260,"Purchase Battle Gear",,,,,True,0,0
262261,"Purchase Field Gear",,,,,True,0,0
262262,"Purchase Tools",,,,,True,0,0
262263,"Purchase Weapons",,,,,True,0,0
262264,"Purchase Battle Gear",,,,,True,0,0
262265,"Purchase Field Gear",,,,,True,0,0
262266,"Purchase Tools",,,,,True,0,0
262267,"Purchase Weapons",,,,,True,0,0
262268,"Purchase Battle Gear",,,,,True,0,0
262269,"Purchase Field Gear",,,,,True,0,0
262270,"Purchase Weapons",,,,,True,0,0
262271,"Purchase Tools",,,,,True,0,0
262272,"Purchase Battle Gear",,,,,True,0,0
262273,"Purchase Field Gear",,,,,True,0,0
262274,"Purchase Tools",,,,,True,0,0
262275,"Purchase Weapons",,,,,True,0,0
262276,"Purchase Battle Gear",,,,,True,0,0
262277,"Purchase Field Gear",,,,,True,0,0
262278,"Purchase Weapons",,,,,True,0,0
262279,"Purchase Tools",,,,,True,0,0
262280,"Purchase Battle Gear",,,,,True,0,0
262281,"Purchase Field Gear",,,,,True,0,0
262282,"Purchase Tools",,,,,True,0,0
262283,"Purchase Weapons",,,,,True,0,0
262284,"Purchase Battle Gear",,,,,True,0,0
