key,0,1,2,3,4,5,6
#,DeepDungeon,FloorSet,RoomA,RoomB,RoomC,WepMinLv,ArmourMinLv
int32,DeepDungeon,byte,DeepDungeonMap5X,DeepDungeonMap5X,DeepDungeonMap5X,byte,byte
0,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
1,"0",0,"DeepDungeonMap5X#1","DeepDungeonMap5X#2","DeepDungeonMap5X#0",0,0
2,"0",1,"DeepDungeonMap5X#3","DeepDungeonMap5X#4","DeepDungeonMap5X#0",1,1
3,"0",2,"DeepDungeonMap5X#5","DeepDungeonMap5X#6","DeepDungeonMap5X#0",3,3
4,"0",3,"DeepDungeonMap5X#7","DeepDungeonMap5X#8","DeepDungeonMap5X#0",6,6
5,"0",4,"DeepDungeonMap5X#8","DeepDungeonMap5X#7","DeepDungeonMap5X#0",10,10
6,"0",5,"DeepDungeonMap5X#9","DeepDungeonMap5X#10","DeepDungeonMap5X#0",13,13
7,"0",6,"DeepDungeonMap5X#10","DeepDungeonMap5X#9","DeepDungeonMap5X#0",16,16
8,"0",7,"DeepDungeonMap5X#9","DeepDungeonMap5X#10","DeepDungeonMap5X#0",19,19
9,"0",8,"DeepDungeonMap5X#11","DeepDungeonMap5X#12","DeepDungeonMap5X#0",22,22
10,"0",9,"DeepDungeonMap5X#12","DeepDungeonMap5X#11","DeepDungeonMap5X#0",25,25
11,"0",10,"DeepDungeonMap5X#11","DeepDungeonMap5X#12","DeepDungeonMap5X#0",0,0
12,"0",11,"DeepDungeonMap5X#17","DeepDungeonMap5X#18","DeepDungeonMap5X#0",0,0
13,"0",12,"DeepDungeonMap5X#18","DeepDungeonMap5X#17","DeepDungeonMap5X#0",0,0
14,"0",13,"DeepDungeonMap5X#15","DeepDungeonMap5X#16","DeepDungeonMap5X#0",0,0
15,"0",14,"DeepDungeonMap5X#16","DeepDungeonMap5X#15","DeepDungeonMap5X#0",0,0
16,"0",15,"DeepDungeonMap5X#13","DeepDungeonMap5X#14","DeepDungeonMap5X#0",0,0
17,"0",16,"DeepDungeonMap5X#14","DeepDungeonMap5X#13","DeepDungeonMap5X#0",0,0
18,"0",17,"DeepDungeonMap5X#13","DeepDungeonMap5X#14","DeepDungeonMap5X#0",0,0
19,"0",18,"DeepDungeonMap5X#14","DeepDungeonMap5X#13","DeepDungeonMap5X#0",0,0
20,"0",19,"DeepDungeonMap5X#13","DeepDungeonMap5X#14","DeepDungeonMap5X#0",0,0
21,"4",0,"DeepDungeonMap5X#28","DeepDungeonMap5X#29","DeepDungeonMap5X#30",0,0
22,"4",1,"DeepDungeonMap5X#31","DeepDungeonMap5X#32","DeepDungeonMap5X#33",1,1
23,"4",2,"DeepDungeonMap5X#34","DeepDungeonMap5X#35","DeepDungeonMap5X#36",3,3
24,"4",3,"DeepDungeonMap5X#34","DeepDungeonMap5X#35","DeepDungeonMap5X#36",0,0
25,"4",4,"DeepDungeonMap5X#25","DeepDungeonMap5X#26","DeepDungeonMap5X#27",0,0
26,"4",5,"DeepDungeonMap5X#25","DeepDungeonMap5X#26","DeepDungeonMap5X#27",0,0
27,"4",6,"DeepDungeonMap5X#22","DeepDungeonMap5X#23","DeepDungeonMap5X#24",0,0
28,"4",7,"DeepDungeonMap5X#22","DeepDungeonMap5X#23","DeepDungeonMap5X#24",0,0
29,"4",8,"DeepDungeonMap5X#19","DeepDungeonMap5X#20","DeepDungeonMap5X#21",0,0
30,"4",9,"DeepDungeonMap5X#19","DeepDungeonMap5X#20","DeepDungeonMap5X#21",0,0
31,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
32,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
33,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
34,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
35,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
36,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
37,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
38,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
39,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
40,"0",0,"DeepDungeonMap5X#0","DeepDungeonMap5X#0","DeepDungeonMap5X#0",0,0
