key,0,1,2
#,Key,,Output
int32,byte,bit&01,Row
0.0,0,False,
1.1,1,True,"Oath Gauge"
1.2,3,True,
1.3,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Iron Will<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
1.4,2,False,
1.5,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
2.1,1,True,"Oath Gauge"
2.2,3,True,
2.3,4,False,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Oath Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current strength of a paladin's oath, which increases as auto-attacks are performed. A strong oath is required to execute several select actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sheltron<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cover<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 45), and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Intervention<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 62), and will grow weaker upon using them.
Using certain actions will increase the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Oath Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
2.4,2,False,
2.5,3,False,
2.6,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Iron Will<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
2.7,2,False,
2.8,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
3.1,1,True,"Beast Gauge"
3.2,3,True,
3.3,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Defiance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
3.4,2,False,
3.5,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
4.1,1,True,"Beast Gauge"
4.2,3,True,
4.3,4,False,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Beast Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current strength of a warrior's wrath. This animalistic rage is required to execute several select actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inner Beast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Steel Cyclone<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 45) and will grow weaker upon using them.
Using certain actions will increase the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Beast Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
4.4,2,False,
4.5,3,False,
4.6,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Defiance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
4.7,2,False,
4.8,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
5.1,1,True,"Blood Gauge"
5.2,3,True,
5.3,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Grit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
5.4,2,False,
5.5,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
6.1,1,True,"Darkside Gauge"
6.2,3,True,
6.3,5,False,"This timer indicates the duration of <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Darkside<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, which increases damage dealt. Using <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Flood of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Edge of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 40) grants <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Darkside<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
6.4,1,False,"Blood Gauge"
6.5,3,False,
6.6,4,False,"This symbol indicates the defensive stance <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Grit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
6.7,2,False,
6.8,4,False,"You can view the job gauge description at any time from the Actions & Traits menu."
7.1,1,True,"Blood Gauge"
7.2,3,True,
