key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
#,ClassJobCategory,Reward{Item}[0],Reward{Item}[1],Reward{Item}[2],Reward{Item}[3],Reward{Amount}[0],Reward{Amount}[1],Reward{Amount}[2],Reward{Amount}[3],Required{Item}[0],Required{Item}[1],Required{Item}[2],Required{Item}[3],Required{Amount}[0],Required{Amount}[1],Required{Amount}[2],Required{Amount}[3],,,,,,,,
int32,ClassJobCategory,Item,Item,Item,Item,byte,byte,byte,byte,Item,Item,Item,Item,byte,byte,byte,byte,bool,bool,bool,bool,bool,bool,bool,bool
0.0,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
1.0,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
1.1,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
2.0,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
2.1,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
2.2,"","Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,False,False,False,False
3.0,"PLD","Animated Hauteclaire","Animated Prytwen","Diadochos Sword","Diadochos Sword",1,1,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.1,"MNK","Animated Rising Suns","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.2,"WAR","Animated Parashu","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.3,"DRG","Animated Brionac","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.4,"BRD","Animated Berimbau","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.5,"WHM","Animated Seraph Cane","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.6,"BLM","Animated Lunaris Rod","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.7,"SMN","Animated Almandal","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.8,"SCH","Animated Elements","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.9,"NIN","Animated Yukimitsu","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.10,"DRK","Animated Deathbringer","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.11,"MCH","Animated Ferdinand","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
3.12,"AST","Animated Atlas","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Diadochos Sword","Diadochos Sword","Diadochos Sword","Diadochos Sword",0,0,0,0,False,False,False,False,True,True,True,True
4.0,"PLD","Hauteclaire Awoken","Prytwen Awoken","Diadochos Sword","Diadochos Sword",1,1,0,0,"Animated Hauteclaire","Animated Prytwen","Diadochos Sword","Diadochos Sword",1,1,0,0,True,True,False,False,True,True,True,True
4.1,"MNK","Rising Suns Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Rising Suns","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.2,"WAR","Parashu Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Parashu","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.3,"DRG","Brionac Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Brionac","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.4,"BRD","Berimbau Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Berimbau","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.5,"WHM","Seraph Cane Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Seraph Cane","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.6,"BLM","Lunaris Rod Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Lunaris Rod","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.7,"SMN","Almandal Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Almandal","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.8,"SCH","Elements Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Elements","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.9,"NIN","Yukimitsu Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Yukimitsu","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.10,"DRK","Deathbringer Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Deathbringer","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
4.11,"MCH","Ferdinand Awoken","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,"Animated Ferdinand","Diadochos Sword","Diadochos Sword","Diadochos Sword",1,0,0,0,True,False,False,False,True,True,True,True
