key,0,1,2,3,4,5,6,7,8
#,RacingChocoboNameCategory,,,,,Name[0],Name[1],Name[2],
int32,RacingChocoboNameCategory,bool,bool,bool,bool,RacingChocoboName,RacingChocoboName,RacingChocoboName,uint16
0,"",False,False,False,False,"","","",0
1,"",False,False,False,False,"","","",0
2,"",False,False,False,False,"","","",0
3,"",False,False,False,False,"","","",0
4,"",False,False,False,False,"","","",0
5,"Colors",False,False,False,True,"Doré","","",0
6,"Colors",False,False,False,True,"Dorée","","",0
7,"Materials",False,False,False,True,"Noire","","",0
8,"Colors",False,True,False,False,"Silberner","Silberner","Silberner",0
9,"Colors",False,True,False,False,"Fer","Fer","Fer",0
10,"Colors",False,False,False,True,"Grenat","Grenat","Grenat",0
11,"Colors",False,False,False,True,"Iron","","",0
12,"Colors",False,False,True,False,"Metal","","",0
13,"Colors",False,False,True,False,"Métal","Métal","Métal",0
14,"Colors",False,False,True,False,"Métallique","","",0
15,"Colors",False,False,False,True,"Opale","","",0
16,"Colors",False,False,False,True,"Perle","","",0
17,"Colors",False,False,False,True,"Seidige","","",0
18,"Colors",False,True,False,True,"Seidiger","Seidiger","Seidiger",0
19,"Colors",False,True,False,False,"Sphene","Sphene","Sphene",0
20,"Colors",False,False,False,True,"Geölte","","",0
21,"Colors",False,False,False,True,"Geölter","","",0
22,"Colors",False,False,False,True,"Parfait","","",0
23,"Land & Sky",False,False,False,True,"Perfect","","",0
24,"Flora",False,False,False,True,"Positive","","",0
25,"Colors",False,False,False,True,"Premium","","",0
26,"Colors",False,True,False,False,"Pur","Pur","Pur",0
27,"Colors",False,False,False,True,"Pure","","",0
28,"Colors",False,True,False,False,"Edler","Edler","Edler",0
29,"Colors",False,True,False,True,"Gorgeous","Gorgeous","Gorgeous",0
30,"Colors",False,True,False,False,"Fringante","Fringante","Fringante",0
31,"Colors",False,False,False,True,"Innocent","","",0
32,"Colors",False,False,False,True,"Innocente","","",0
33,"Colors",False,False,False,True,"Brilliance","","",0
34,"Colors",False,False,False,True,"Chaos","","",0
35,"Colors",False,True,False,False,"Fee","Fee","Fee",0
36,"Colors",False,False,False,True,"Legende","","",0
37,"Colors",False,False,True,False,"Campagnarde","","",0
38,"Colors",False,False,True,False,"Cap","","",0
39,"Colors",False,False,True,False,"Citadin","","",0
40,"Colors",False,True,True,False,"Mercure","Mercure","Mercure",0
41,"Colors",False,False,True,False,"Mercury","","",0
42,"Colors",False,False,True,False,"Méridional","","",0
43,"Colors",False,False,True,False,"Méridionale","","",0
44,"Colors",False,True,False,False,"Occidentale","Occidentale","Occidentale",0
45,"Colors",False,True,False,False,"Orientale","Orientale","Orientale",0
46,"Colors",False,False,True,False,"Stream","","",0
47,"Colors",False,False,True,False,"","","",0
48,"Colors",False,False,True,False,"Sun","","",0
49,"Colors",False,False,False,True,"Thunder","","",0
50,"Colors",False,False,False,True,"Tonnerre","","",0
51,"Colors",False,True,True,True,"Tornade","Tornade","Tornade",0
52,"Colors",False,True,False,False,"Zéphyr","Zéphyr","Zéphyr",0
53,"Materials",False,False,False,True,"Fire","","",0
54,"Colors",False,False,False,True,"Flare","","",0
55,"Colors",True,False,False,False,"Baroness","","",0
56,"Colors",False,True,False,False,"Herzog","Herzog","Herzog",0
57,"Colors",False,False,False,True,"Miss","","",0
58,"Colors",False,False,False,True,"Noble","","",0
59,"Colors",False,False,False,True,"Roi","","",0
60,"Colors",False,False,False,True,"Royal","","",0
61,"Colors",False,False,False,True,"Royale","","",0
62,"Materials",False,False,False,True,"Final","Final","Final",0
63,"Colors",False,False,False,True,"I","","",0
64,"Colors",False,True,False,True,"Maximale","Maximale","Maximale",0
65,"Colors",False,False,False,True,"Vieux","","",0
66,"Colors",False,False,False,True,"Mataemon","","",0
67,"Colors",False,True,False,False,"Chariot","Chariot","Chariot",0
68,"Colors",False,False,True,False,"Hiden","","",0
69,"Colors",False,False,True,False,"Hiten","","",0
70,"Colors",False,False,True,False,"Hobby","","",0
71,"Colors",False,False,False,True,"Ichimonji","Ichimonji","Ichimonji",0
72,"Colors",False,False,False,True,"Kugel","","",0
73,"Colors",False,False,False,True,"La","","",0
74,"Colors",False,False,False,True,"Licol","","",0
75,"Colors",False,True,False,False,"South","South","South",0
76,"Colors",False,False,True,False,"The","The","The",0
77,"Colors",False,False,True,False,"Hermès","","",0
78,"Colors",False,False,True,False,"Séléné","","",0
79,"Colors",False,False,True,False,"","","",0
80,"Colors",False,False,True,False,"Rusty","","",0
81,"Colors",False,False,True,False,"So","So","So",0
82,"Colors",False,False,True,False,"Running","","",0
83,"Colors",False,True,False,False,"","","",0
84,"Colors",False,True,False,False,"Another","Another","Another",0
85,"Colors",False,True,False,False,"Break","Break","Break",0
86,"Colors",False,True,False,True,"Shape","Shape","Shape",0
87,"Colors",False,False,False,True,"Resort","","",0
88,"Colors",False,False,False,True,"Loss","","",0
89,"Colors",False,False,False,True,"Cannon","","",0
90,"Colors",False,True,False,True,"Behold","Behold","Behold",0
91,"Colors",False,False,False,True,"","","",0
92,"Colors",False,False,True,False,"des Immortels","","",0
93,"Colors",False,False,True,False,"de l'Ordre","","",0
94,"Colors",False,False,True,False,"Chantecler","","",0
95,"Colors",False,True,False,False,"This","This","This",0
96,"Colors",False,True,False,False,"Square","Square","Square",0
97,"Materials",False,False,False,True,"Teioh","","",0
98,"Abstract Adj.",False,True,False,False,"Blanc","Blanc","Blanc",0
99,"Materials",False,True,False,True,"Blaue","Blaue","Blaue",0
100,"Materials",False,False,False,True,"Blonde","","",0
101,"Materials",False,True,False,False,"Cobalt","Cobalt","Cobalt",0
102,"Materials",False,False,False,True,"Cuivrée","","",0
103,"Materials",False,True,True,False,"Écarlate","Écarlate","Écarlate",0
104,"Materials",False,True,False,False,"Darksteel","Darksteel","Darksteel",0
105,"Materials",False,False,False,True,"Diamant","","",0
106,"Materials",False,True,True,True,"Filante","Filante","Filante",0
107,"Materials",False,False,False,True,"Spécial","","",0
108,"Materials",False,True,False,False,"Belle","Belle","Belle",0
109,"Materials",False,True,False,False,"Benevolent","Benevolent","Benevolent",0
110,"Materials",False,False,False,True,"Bold","","",0
111,"Materials",False,False,False,True,"Furie","","",0
112,"Materials",False,True,False,False,"Impétueuse","Impétueuse","Impétueuse",0
113,"Materials",False,False,False,True,"Impétueux","","",0
114,"Materials",False,True,False,False,"Prodigue","Prodigue","Prodigue",0
115,"Materials",False,False,True,True,"Vive","","",0
116,"Materials",False,True,False,False,"Vorwitzige","Vorwitzige","Vorwitzige",0
117,"Materials",False,False,True,False,"Novus","","",0
118,"Materials",False,True,False,False,"Prodige","Prodige","Prodige",0
119,"Materials",False,True,False,False,"Akane","Akane","Akane",0
120,"Materials",False,False,False,True,"Ayame","","",0
121,"Materials",False,False,False,True,"Ailé","","",0
122,"Materials",False,True,False,False,"Wing","Wing","Wing",0
123,"Materials",False,False,False,True,"Oriental","","",0
124,"Materials",False,True,False,False,"Whirlwind","Whirlwind","Whirlwind",0
125,"Materials",False,True,True,True,"Écho","Écho","Écho",0
126,"Materials",False,False,True,False,"Centurion","","",0
127,"Materials",False,True,False,False,"Walker","Walker","Walker",0
128,"Materials",False,False,False,True,"Winner","","",0
129,"Materials",False,False,False,True,"Winning","","",0
130,"Materials",False,True,True,False,"Heroine","Heroine","Heroine",0
131,"Materials",False,True,True,False,"Prinzessin","Prinzessin","Prinzessin",0
132,"Materials",False,False,False,True,"Queen","","",0
133,"Materials",False,False,False,True,"Courte","","",0
134,"Materials",False,False,False,True,"Vieille","","",0
135,"Materials",False,True,False,False,"Bucephalus","Bucephalus","Bucephalus",0
136,"Materials",False,True,True,True,"Gridanisches","Gridanisches","Gridanisches",0
137,"Materials",False,False,True,False,"Line","","",0
138,"Materials",False,False,False,True,"Ma","","",0
139,"Materials",False,True,False,False,"Martingale","Martingale","Martingale",0
140,"Materials",False,False,True,True,"Trésor","","",0
141,"Others",False,False,True,False,"Angelic","Angelic","Angelic",0
142,"Materials",False,False,True,False,"Nophica's","Nophica's","Nophica's",0
