key,0,1,2,3,4,5,6
#,,List,,Priority,Icon,,Name
int32,bit&01,bit&02,bit&04,byte,Image,int32,str
0,False,False,False,0,,0,""
1,True,False,False,0,"ui/icon/061000/061532.tex",0,"Game QA"
2,True,False,False,0,"ui/icon/061000/061524.tex",0,"Game Master"
3,False,False,False,0,"ui/icon/061000/061532.tex",0,"Game Master"
4,False,False,False,0,"ui/icon/061000/061533.tex",3940,"Event Participant"
5,False,False,False,0,"ui/icon/061000/061503.tex",3942,"Disconnected"
6,False,True,False,1,"ui/icon/061000/061501.tex",0,"Waiting for Friend List Approval"
7,False,True,False,2,"ui/icon/061000/061501.tex",0,"Waiting for Linkshell Approval"
8,False,True,False,3,"ui/icon/061000/061501.tex",0,"Waiting for Free Company Approval"
9,False,True,False,4,"ui/icon/061000/061502.tex",0,"Not Found"
10,False,True,False,5,"ui/icon/061000/061504.tex",0,"Offline"
11,False,True,False,6,"ui/icon/061000/061542.tex",3947,"Battle Mentor"
12,False,True,False,7,"ui/icon/061000/061509.tex",3943,"Busy"
13,False,True,False,8,"ui/icon/061000/061510.tex",0,"PvP"
14,False,True,False,9,"ui/icon/061000/061539.tex",0,"Playing Triple Triad"
15,False,True,False,10,"ui/icon/061000/061508.tex",3951,"Viewing Cutscene"
16,False,True,False,12,"ui/icon/061000/061534.tex",0,"Using a Chocobo Porter"
17,False,True,False,13,"ui/icon/061000/061511.tex",3952,"Away from Keyboard"
18,False,True,False,14,"ui/icon/061000/061546.tex",3953,"Camera Mode"
19,False,True,False,15,"ui/icon/061000/061512.tex",0,"Looking for Repairs"
20,False,True,False,16,"ui/icon/061000/061513.tex",0,"Looking to Repair"
21,False,True,True,17,"ui/icon/061000/061514.tex",0,"Looking to Meld Materia"
22,False,True,False,18,"ui/icon/061000/061545.tex",3941,"Role-playing"
23,False,True,False,19,"ui/icon/061000/061515.tex",3954,"Looking for Party"
24,False,True,False,20,"ui/icon/061000/061516.tex",0,"Sword for Hire"
25,False,True,False,21,"ui/icon/061000/061517.tex",3950,"Waiting for Duty Finder"
26,False,True,False,22,"ui/icon/061000/061536.tex",3955,"Recruiting Party Members"
27,False,True,False,31,"ui/icon/061000/061540.tex",3946,"Mentor"
28,False,True,False,32,"ui/icon/061000/061542.tex",3947,"PvE Mentor"
29,False,True,False,33,"ui/icon/061000/061543.tex",3948,"Trade Mentor"
30,False,True,False,34,"ui/icon/061000/061544.tex",3949,"PvP Mentor"
31,False,True,False,35,"ui/icon/061000/061547.tex",3945,"Returner"
32,False,True,False,36,"ui/icon/061000/061523.tex",3944,"New Adventurer"
33,False,True,False,23,"ui/icon/061000/061518.tex",0,"Alliance Leader"
34,False,True,False,24,"ui/icon/061000/061519.tex",0,"Alliance Party Leader"
35,False,True,False,25,"ui/icon/061000/061520.tex",0,"Alliance Party Member"
36,False,True,False,26,"ui/icon/061000/061521.tex",3956,"Party Leader"
37,False,True,False,27,"ui/icon/061000/061522.tex",3957,"Party Member"
38,False,True,True,28,"ui/icon/061000/061961.tex",3958,"Party Leader (Cross-world)"
39,False,True,True,29,"ui/icon/061000/061962.tex",3959,"Party Member (Cross-world)"
40,False,True,False,30,"ui/icon/061000/061535.tex",0,"Another World"
41,False,False,False,0,"ui/icon/061000/061506.tex",0,"Sharing Duty"
42,False,False,False,0,"ui/icon/061000/061507.tex",0,"Similar Duty"
43,False,True,False,11,"ui/icon/061000/061510.tex",0,"In Duty"
44,False,True,False,38,"ui/icon/061000/061525.tex",0,"Trial Adventurer"
45,False,False,False,0,,0,"Free Company"
46,False,False,False,0,,0,"Grand Company"
47,False,True,False,37,"ui/icon/061000/061505.tex",0,"Online"
