key,0,1,2,3,4,5,6,7
#,Condition,ConditionValue,,BonusType,BonusValue,,,
int32,GatheringCondition,uint32,uint16,GatheringPointBonusType,uint16,uint16,bit&01,uint32
0,"",0,0,"",0,0,False,0
1,"DEX ≥ <Value>IntegerParameter(1)</Value>",30,0," Gathering Attempts/Integrity +<Value>IntegerParameter(1)</Value>",1,0,False,0
2,"Chain ≥ #<Value>IntegerParameter(1)</Value>",2,0," Gathering Rate +<Value>IntegerParameter(1)</Value>%",10,0,False,0
3,"DEX ≥ <Value>IntegerParameter(1)</Value>",20,0," High-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%",15,0,False,0
4,"DEX ≥ <Value>IntegerParameter(1)</Value>",30,0," Low-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%",20,0,False,0
5,"Perception ≥ <Value>IntegerParameter(1)</Value>",42,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
6,"Perception ≥ <Value>IntegerParameter(1)</Value>",52,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
7,"Perception ≥ <Value>IntegerParameter(1)</Value>",62,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
8,"Perception ≥ <Value>IntegerParameter(1)</Value>",81,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
9,"Perception ≥ <Value>IntegerParameter(1)</Value>",98,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
10,"Perception ≥ <Value>IntegerParameter(1)</Value>",126,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
11,"Perception ≥ <Value>IntegerParameter(1)</Value>",153,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
12,"Perception ≥ <Value>IntegerParameter(1)</Value>",182,0," Gatherer's Boon Chance +<Value>IntegerParameter(1)</Value>%",40,0,False,0
